Household_ID,Postcode,lat,lon,Age,Employment_Status,Household_Size,Num_Children,Disability,Annual_Income,Savings_Capital,Monthly_Rent,Tenure_Years,Property_Beds,EPC_Rating,Benefits_Eligible,Benefits_Claimed,Council_Tax_Arrears,Rent_Arrears
LEI-1171,EH6 6,55.96028914870384,-3.1842130530637087,61,Full-time,5,3,Yes,41026,19011,1195,4.5,5,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1172,EH6 6,55.96098510915438,-3.183554794808512,68,Retired,1,0,No,18436,3938,580,13.7,1,G,None,None,No,0
LEI-1173,EH6 4,55.95694866797781,-3.1826052518761103,33,Full-time,3,2,No,33789,3446,1031,5.4,4,G,Child Benefit,None,No,0
LEI-1174,EH6 4,55.96173829555483,-3.181250047122286,40,Full-time,4,3,No,33089,8860,836,4.1,3,A,Child Benefit,Child Benefit,No,0
LEI-1175,EH6 6,55.96443398086536,-3.1837003821080443,45,Part-time,4,1,No,13307,6515,853,0.8,3,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1176,EH6 6,55.96434260806455,-3.1846536889974315,34,Full-time,1,0,No,14437,11274,519,14.0,1,C,Universal Credit,Universal Credit,No,661
LEI-1177,EH6 4,55.962582842998984,-3.1869948519548927,39,Full-time,3,2,No,17846,931,1020,3.4,4,E,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1178,EH6 6,55.962127291763025,-3.1860521635870866,29,Full-time,4,3,No,30019,599,1160,10.5,5,D,Child Benefit,Child Benefit,No,2012
LEI-1179,EH6 6,55.95814282483199,-3.183441044522243,37,Part-time,1,0,No,18274,4435,539,0.3,1,C,None,None,No,0
LEI-1180,EH6 4,55.95952834974223,-3.186181385966769,30,Full-time,3,2,No,23315,803,1049,2.5,4,G,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1181,EH6 4,55.959356660283866,-3.1839739537632346,25,Full-time,3,2,No,14805,5940,717,3.9,2,F,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",Yes,2136
LEI-1182,EH6 4,55.96232362836695,-3.1825798308225917,42,Part-time,4,3,No,16929,188,812,0.3,3,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",Yes,744
LEI-1183,EH6 4,55.962615545732305,-3.1793765226999575,44,Full-time,2,0,No,37019,97,877,9.1,3,D,None,None,No,0
LEI-1184,EH6 6,55.962609590339284,-3.184238238724083,88,Retired,3,0,No,13035,7604,713,11.9,2,D,None,None,No,0
LEI-1185,EH6 4,55.959707216621666,-3.185239619258498,28,Part-time,4,2,No,14552,16427,1182,11.4,5,D,Child Benefit,None,Yes,2294
LEI-1186,EH6 6,55.96083070982042,-3.1807467545430463,31,Full-time,2,1,Yes,42138,449,867,1.4,3,G,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1187,EH6 4,55.96098046270842,-3.1883781430582463,38,Full-time,1,0,No,33343,419,565,4.4,1,F,None,None,No,0
LEI-1188,EH6 4,55.959851533711465,-3.183376618059681,25,Part-time,1,0,No,25423,5976,521,4.8,1,C,None,None,No,0
LEI-1189,EH6 4,55.96153323144945,-3.183842922230777,47,Full-time,3,2,No,23685,2803,746,5.0,2,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1190,EH6 6,55.96203888366172,-3.1850447310654504,49,Part-time,3,1,No,21085,4685,835,16.8,3,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1191,EH6 6,55.959971217858175,-3.184822783742833,49,Full-time,2,0,No,32707,33535,840,1.6,3,C,None,None,No,0
LEI-1192,EH6 4,55.96222697443066,-3.187319346080664,18,Full-time,1,0,No,28564,4081,502,2.0,1,D,None,None,No,0
LEI-1193,EH6 4,55.963655136064325,-3.1866585343081573,24,Full-time,4,2,No,27944,6588,801,9.3,3,D,"Child Benefit, Child Tax Credit",Child Benefit,No,0
LEI-1194,EH6 6,55.96424411796468,-3.1827850279328094,47,Full-time,1,0,No,24787,4052,650,15.7,2,E,None,None,No,0
LEI-1195,EH6 6,55.96164258281958,-3.184861212716982,67,Retired,5,1,No,13426,10096,1167,6.9,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1196,EH6 4,55.95838048882904,-3.1818275795059963,32,Full-time,1,0,No,36053,6001,538,2.8,1,C,None,None,No,0
LEI-1197,EH6 4,55.96124040073885,-3.186954219302781,47,Full-time,1,0,No,57867,11743,585,8.3,1,C,None,None,No,0
LEI-1198,EH6 6,55.95956860056529,-3.1875110527081634,56,Part-time,1,0,No,19048,1055,531,0.5,1,E,None,None,No,0
LEI-1199,EH6 6,55.96232707593457,-3.187044300825374,30,Part-time,1,0,No,19438,1868,527,2.5,1,D,None,None,No,0
LEI-1200,EH6 4,55.96214486827394,-3.1803748977111743,18,Student,3,2,No,8236,12265,1026,6.0,4,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,2353
LEI-1201,EH6 4,55.961610090826454,-3.18182464665003,41,Full-time,1,0,Yes,54587,5940,553,7.0,1,D,PIP,PIP,No,0
LEI-1202,EH6 4,55.96382822836667,-3.1846981409903794,39,Part-time,2,0,No,17500,12850,545,3.8,1,D,None,None,No,0
LEI-1203,EH6 4,55.963581392287644,-3.1824090319161873,51,Unemployed,2,0,No,6404,27179,592,1.6,1,D,None,None,No,0
LEI-1204,EH6 6,55.961133464982325,-3.184960315742586,35,Unemployed,2,1,No,7106,10680,591,11.1,1,D,"Child Benefit, Universal Credit",Child Benefit,No,0
LEI-1205,EH6 6,55.96186399111283,-3.180093692642482,18,Student,2,1,No,7792,88,558,1.4,1,C,"Child Benefit, Universal Credit",Child Benefit,Yes,1461
LEI-1206,EH6 4,55.96032104435044,-3.182047617227406,49,Full-time,2,1,No,23754,5327,558,1.2,1,E,Child Benefit,Child Benefit,No,0
LEI-1207,EH6 6,55.9589552507994,-3.1843068653067133,48,Full-time,2,1,No,26686,4782,837,4.6,3,D,Child Benefit,None,No,0
LEI-1208,EH6 4,55.96192869378261,-3.1874399475067934,55,Unemployed,3,1,No,5030,9031,887,8.6,3,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1209,EH6 4,55.95777474861666,-3.189499879162049,41,Full-time,2,1,Yes,19882,13691,828,13.1,3,D,"Child Benefit, PIP","Child Benefit, PIP",No,687
LEI-1210,EH6 6,55.962638535179615,-3.1890067163696214,56,Full-time,4,0,No,36512,2297,1158,19.5,5,E,None,None,No,0
LEI-1211,EH6 6,55.961626240877315,-3.1880039100493036,55,Full-time,1,0,No,40643,5878,582,12.0,1,D,None,None,No,0
LEI-1212,EH6 4,55.96439212595346,-3.1820027353634353,32,Full-time,2,1,No,34678,2510,804,4.5,3,G,Child Benefit,Child Benefit,No,2414
LEI-1213,EH6 4,55.96279863128912,-3.1824365225297866,45,Full-time,4,2,No,31012,7044,853,7.2,3,C,Child Benefit,None,No,0
LEI-1214,EH6 6,55.960989902711255,-3.180565011589044,25,Unemployed,5,1,No,4174,1128,1119,3.6,5,F,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",Yes,2133
LEI-1215,EH6 4,55.964068345055324,-3.1835006763088356,35,Unemployed,3,2,Yes,8191,1574,965,14.8,4,D,"Child Benefit, Child Tax Credit, Universal Credit, PIP","Child Benefit, Child Tax Credit, Universal Credit, PIP",Yes,3780
LEI-1216,EH6 6,55.96295905916845,-3.18681294727898,58,Full-time,6,3,No,25316,5789,1193,17.0,5,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1217,EH6 4,55.95919717225503,-3.185017578292641,33,Full-time,1,0,No,26580,1099,686,1.0,2,D,None,None,No,0
LEI-1218,EH6 6,55.960877220339945,-3.185852148909161,26,Full-time,1,0,No,36269,2161,585,22.2,1,E,None,None,No,0
LEI-1219,EH6 6,55.96470114273792,-3.1836907464129203,29,Part-time,2,1,No,17957,24899,852,3.0,3,D,Child Benefit,Child Benefit,No,2139
LEI-1220,EH6 4,55.96204792229937,-3.1875172206991755,45,Full-time,2,0,No,27831,2690,665,11.8,2,C,None,None,No,0
LEI-1221,EH6 6,55.96115201383634,-3.1842712032643568,65,Full-time,3,1,No,31858,1966,743,0.8,2,E,Child Benefit,Child Benefit,No,0
LEI-1222,EH6 6,55.96060346241015,-3.1818999982646594,28,Full-time,2,0,No,32985,7844,561,5.1,1,G,None,None,No,1437
LEI-1223,EH6 6,55.966234360390196,-3.1827955479909624,63,Full-time,3,1,Yes,22002,17797,1039,17.4,4,E,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1224,EH6 4,55.96488203861155,-3.185017305794089,44,Full-time,2,0,No,20075,7388,884,3.9,3,E,None,None,No,0
LEI-1225,EH6 4,55.96088504565717,-3.182095378350105,48,Full-time,2,0,No,24003,2456,577,3.8,1,F,None,None,No,0
LEI-1226,EH6 6,55.96007081041366,-3.186038777114378,63,Full-time,2,0,Yes,26616,4877,855,11.6,3,D,PIP,None,No,1129
LEI-1227,EH6 4,55.96197568900976,-3.187389778208969,26,Full-time,2,1,No,20450,11307,867,17.6,3,C,Child Benefit,Child Benefit,No,0
LEI-1228,EH6 6,55.963682517316386,-3.181284867035705,28,Full-time,1,0,No,19486,10795,503,16.4,1,C,None,None,No,0
LEI-1229,EH6 6,55.96041819130151,-3.187686202709028,49,Part-time,5,0,Yes,13346,1170,1157,2.1,5,F,"Universal Credit, PIP","Universal Credit, PIP",Yes,4081
LEI-1230,EH6 6,55.958285231034914,-3.1890607506302446,40,Full-time,3,0,No,36345,5554,884,11.9,3,D,None,None,No,0
LEI-1231,EH6 4,55.962240114716785,-3.1820726983477905,65,Full-time,3,1,No,38670,16090,822,10.3,3,D,Child Benefit,Child Benefit,No,0
LEI-1232,EH6 6,55.96263343246801,-3.1828808990674213,47,Full-time,2,1,Yes,22792,13562,829,9.2,3,E,"Child Benefit, PIP",PIP,No,0
LEI-1233,EH6 4,55.95921647884904,-3.1891019874605737,50,Full-time,2,1,No,27124,325,821,7.1,3,C,Child Benefit,Child Benefit,No,0
LEI-1234,EH6 4,55.96253195324243,-3.1867939802065446,49,Full-time,1,0,Yes,34989,319,516,4.9,1,E,PIP,PIP,No,0
LEI-1235,EH6 6,55.96337095844365,-3.1807992147507838,38,Full-time,4,2,No,29722,5523,969,16.6,4,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1236,EH6 6,55.96181796844318,-3.183059382497592,39,Full-time,2,0,Yes,32534,7091,831,6.3,3,F,PIP,None,Yes,3214
LEI-1237,EH6 4,55.96141741387359,-3.187607860566257,18,Full-time,3,1,No,27056,4382,957,7.4,4,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1238,EH6 4,55.96348809919465,-3.1858901324717914,44,Full-time,2,0,No,25248,4546,538,6.8,1,D,None,None,No,0
LEI-1239,EH6 4,55.96224805470534,-3.185590234936983,41,Full-time,4,1,No,13440,5106,1162,2.4,5,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Tax Credit, Universal Credit",No,1900
LEI-1240,EH6 4,55.95997223407882,-3.180561605205027,60,Full-time,5,3,No,36252,9089,1113,36.3,5,D,Child Benefit,None,No,0
LEI-1241,EH6 4,55.962844780622355,-3.181842964500615,44,Full-time,4,1,No,23436,100,959,6.5,4,C,"Child Benefit, Child Tax Credit",Child Tax Credit,No,0
LEI-1242,EH6 6,55.962682415330825,-3.185474088139241,42,Unemployed,1,0,No,5353,11709,556,7.9,1,E,Universal Credit,Universal Credit,No,0
LEI-1243,EH6 6,55.95975849542487,-3.180162657795226,43,Full-time,1,0,No,31145,849,661,4.3,2,D,None,None,No,0
LEI-1244,EH6 4,55.96056602504838,-3.1824930152097473,36,Full-time,5,3,No,4837,2442,1151,3.0,5,C,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1245,EH6 6,55.96275507431736,-3.1851843969119575,70,Retired,2,1,No,14709,6830,694,0.4,2,C,Child Benefit,Child Benefit,No,0
LEI-1246,EH6 4,55.95923175772998,-3.1874066510567802,33,Full-time,2,1,Yes,22414,278,836,6.4,3,C,"Child Benefit, PIP",Child Benefit,Yes,3322
LEI-1247,EH6 6,55.95963237105964,-3.1843625688519936,38,Full-time,4,0,No,21688,5795,1015,3.2,4,C,None,None,No,0
LEI-1248,EH6 6,55.96211942659839,-3.184569589650139,39,Part-time,1,0,No,11923,3820,546,4.1,1,C,Universal Credit,Universal Credit,No,0
LEI-1249,EH6 6,55.96226718002305,-3.1769095464789308,42,Part-time,1,0,Yes,17457,13220,515,17.3,1,A,"Universal Credit, PIP",Universal Credit,No,665
LEI-1250,EH6 6,55.960168279819825,-3.1848831845090415,51,Part-time,3,1,Yes,22892,276,831,7.9,3,D,"Child Benefit, Child Tax Credit, PIP","Child Benefit, Child Tax Credit, PIP",No,0
LEI-1251,EH6 6,55.964090441343046,-3.1829653932142947,44,Part-time,4,2,No,23515,6540,814,20.2,3,E,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1252,EH6 6,55.96743680611134,-3.180751063881952,47,Full-time,1,0,Yes,38930,31126,544,5.6,1,D,PIP,PIP,No,0
LEI-1253,EH6 4,55.96338407679465,-3.186827864861733,32,Full-time,2,1,No,27622,4879,843,2.5,3,F,Child Benefit,Child Benefit,No,0
LEI-1254,EH6 4,55.961677219183045,-3.1797945538399777,35,Part-time,4,2,No,13991,579,883,10.1,3,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",No,0
LEI-1255,EH6 6,55.96081252897028,-3.180815233595405,36,Part-time,2,1,No,13217,3523,665,4.6,2,G,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1256,EH6 4,55.9595493752139,-3.1809586642186756,44,Full-time,3,2,No,32706,1780,968,9.8,4,D,Child Benefit,Child Benefit,No,0
LEI-1257,EH6 4,55.96394939171359,-3.1822090189822303,43,Part-time,4,2,No,10794,686,1176,3.9,5,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit",No,0
LEI-1258,EH6 4,55.96258254306905,-3.182427905109831,25,Full-time,4,1,No,46210,1002,1151,22.6,5,D,Child Benefit,Child Benefit,No,0
LEI-1259,EH6 4,55.96372140432917,-3.182152868166422,51,Part-time,2,0,No,17919,7266,653,2.4,2,D,None,None,No,0
LEI-1260,EH6 4,55.96488116414523,-3.1819456181412558,18,Full-time,4,1,Yes,31707,1059,866,6.4,3,D,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1261,EH6 4,55.96142732330597,-3.1812188122842984,67,Retired,2,1,Yes,20408,10083,730,16.9,2,F,"Child Benefit, PIP",Child Benefit,No,0
LEI-1262,EH6 6,55.958281380709586,-3.189447976082368,29,Part-time,1,0,No,27260,12330,523,5.2,1,E,None,None,No,0
LEI-1263,EH6 6,55.96567753604783,-3.18339764405111,28,Full-time,1,0,No,33591,2786,697,5.7,2,C,None,None,No,0
LEI-1264,EH6 6,55.955020999643494,-3.1845375837781074,32,Full-time,3,1,No,20490,26413,869,2.4,3,D,Child Benefit,Child Benefit,No,0
LEI-1265,EH6 4,55.96696707588006,-3.1828047653506233,47,Full-time,2,0,No,35254,12422,532,0.1,1,D,None,None,No,0
LEI-1266,EH6 4,55.95849919287649,-3.18605034584881,42,Full-time,3,2,No,27168,3491,747,1.3,2,E,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1267,EH6 6,55.96158580677833,-3.1821990645599563,40,Part-time,1,0,No,18464,86,544,3.9,1,E,None,None,No,0
LEI-1268,EH6 4,55.962826919908366,-3.1890331320600454,46,Part-time,3,2,Yes,15164,5467,876,2.9,3,F,"Child Benefit, Child Tax Credit, Universal Credit, PIP","Child Benefit, Child Tax Credit, Universal Credit, PIP",Yes,1033
LEI-1269,EH6 4,55.96024465529029,-3.184371604417932,46,Full-time,2,1,Yes,24389,14972,690,9.0,2,E,"Child Benefit, PIP","Child Benefit, PIP",No,0
LEI-1270,EH6 6,55.960571210716985,-3.1858639799486217,57,Part-time,1,0,Yes,12050,2660,718,27.3,2,F,"Universal Credit, PIP",PIP,Yes,1077
LEI-1271,EH6 4,55.95947296153514,-3.179089497153058,18,Part-time,1,0,No,17306,5488,743,7.8,2,D,Universal Credit,None,Yes,1900
LEI-1272,EH6 4,55.96271468204379,-3.1819534969326675,44,Full-time,1,0,No,31407,1526,692,3.1,2,F,None,None,No,0
LEI-1273,EH6 4,55.96049067586501,-3.1819228209111587,33,Part-time,2,1,No,24188,904,726,3.2,2,D,Child Benefit,Child Benefit,No,0
LEI-1274,EH6 4,55.96059973449976,-3.1874031866401533,40,Full-time,1,0,No,43313,3967,576,3.3,1,D,None,None,No,0
LEI-1275,EH6 4,55.96318662425909,-3.1880644851891997,35,Unemployed,1,0,No,8330,2629,655,9.1,2,C,Universal Credit,Universal Credit,Yes,776
LEI-1276,EH6 6,55.961175709712265,-3.1770754869734916,39,Part-time,2,0,No,16152,3222,537,14.3,1,C,None,None,No,0
LEI-1277,EH6 4,55.961077297146446,-3.1847393841575475,25,Full-time,1,0,No,39625,1311,597,0.1,1,E,None,None,No,0
LEI-1278,EH6 6,55.964053712487235,-3.182946438963566,21,Part-time,1,0,No,21955,2914,505,3.4,1,D,None,None,No,0
LEI-1279,EH6 6,55.96007923261115,-3.1888674392536975,46,Full-time,2,1,No,27283,2084,898,1.9,3,D,Child Benefit,Child Benefit,No,0
LEI-1280,EH6 4,55.96550658537546,-3.1821377722005257,52,Part-time,6,1,No,19396,2311,1110,0.4,5,C,"Child Benefit, Child Tax Credit",Child Tax Credit,No,0
LEI-1281,EH6 4,55.9589741771733,-3.1820536099954055,33,Full-time,4,1,No,17137,13044,1149,1.0,5,C,"Child Benefit, Child Tax Credit",Child Tax Credit,No,0
LEI-1282,EH6 4,55.965552415125465,-3.187543466162383,32,Full-time,1,0,No,43459,3047,561,0.0,1,E,None,None,No,0
LEI-1283,EH6 4,55.96318837142063,-3.181043523038881,33,Full-time,1,0,Yes,32390,1867,591,10.0,1,D,PIP,PIP,No,0
LEI-1284,EH6 4,55.9632657474699,-3.185693376708725,51,Full-time,1,0,No,35957,2417,675,4.2,2,C,None,None,No,0
LEI-1285,EH6 4,55.96135120736331,-3.184786697552355,50,Full-time,3,1,No,36681,25858,867,5.5,3,D,Child Benefit,Child Benefit,No,0
LEI-1286,EH6 4,55.961846393982,-3.1848507289663948,62,Full-time,2,0,No,30247,3082,880,5.2,3,D,None,None,No,0
LEI-1287,EH6 6,55.962455658442444,-3.1848513931994695,55,Full-time,2,1,No,25854,3143,878,13.0,3,F,Child Benefit,Child Benefit,No,0
LEI-1288,EH6 6,55.963218180790776,-3.187514265511449,59,Full-time,1,0,No,34077,14549,561,1.5,1,C,None,None,No,0
LEI-1289,EH6 6,55.96191600148789,-3.1813620877710678,42,Part-time,2,0,No,8123,12203,560,4.5,1,E,Universal Credit,None,No,0
LEI-1290,EH6 6,55.96256290766799,-3.1817654136087405,38,Full-time,1,0,No,24855,2240,519,11.2,1,A,None,None,No,0
LEI-1291,EH6 4,55.957809862534276,-3.1886273207832683,38,Full-time,1,0,No,32345,15854,581,3.4,1,C,None,None,No,0
LEI-1292,EH6 4,55.96461116163698,-3.181977614493163,43,Full-time,4,0,No,26916,12595,979,8.9,4,E,None,None,No,0
LEI-1293,EH6 6,55.96165544204163,-3.1824581975406785,18,Student,1,0,No,7888,11691,589,0.6,1,C,Universal Credit,None,No,0
LEI-1294,EH6 4,55.9606657258391,-3.1884174852066094,47,Full-time,2,0,No,12320,677,666,18.4,2,C,Universal Credit,Universal Credit,No,0
LEI-1295,EH6 4,55.96093040893165,-3.183534103547305,31,Part-time,1,0,No,19879,4719,650,0.5,2,C,None,None,No,0
LEI-1296,EH6 4,55.96214070365855,-3.1888453349164907,43,Full-time,1,0,Yes,31784,12642,577,18.3,1,D,PIP,PIP,No,1704
LEI-1297,EH6 6,55.96176942749751,-3.190305512640314,54,Full-time,3,1,No,38297,1494,975,1.2,4,C,Child Benefit,Child Benefit,No,0
LEI-1298,EH6 4,55.96260147758009,-3.1855996971863934,49,Full-time,6,5,No,23946,4544,1131,8.2,5,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,3813
LEI-1299,EH6 4,55.96377217530209,-3.188668924775785,30,Part-time,3,0,No,17010,1626,681,2.1,2,D,None,None,No,0
LEI-1300,EH6 6,55.96276729599074,-3.1910049984103943,18,Student,2,1,No,6494,5145,547,11.5,1,C,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1301,EH6 4,55.96117192447601,-3.185355882211678,61,Full-time,1,0,Yes,47880,7525,554,1.6,1,C,PIP,None,No,0
LEI-1302,EH6 4,55.96075951281539,-3.1856871916307044,41,Part-time,2,0,No,20983,5249,576,5.2,1,C,None,None,No,0
LEI-1303,EH6 4,55.961307438697226,-3.1844800736454815,31,Full-time,3,1,No,37285,5049,705,8.6,2,C,Child Benefit,Child Benefit,No,0
LEI-1304,EH6 4,55.96261393472907,-3.180461292038241,53,Full-time,1,0,Yes,12829,387,591,2.9,1,D,"Universal Credit, PIP","Universal Credit, PIP",No,1529
LEI-1305,EH6 4,55.961205344533845,-3.184749531135041,69,Retired,1,0,No,8579,13694,577,4.5,1,C,"Universal Credit, Pension Credit","Universal Credit, Pension Credit",No,0
LEI-1306,EH6 6,55.95619797328683,-3.1831289804037515,24,Part-time,2,1,No,13876,5501,749,7.9,2,D,"Child Benefit, Universal Credit","Child Benefit, Universal Credit",No,0
LEI-1307,EH6 4,55.963166905766286,-3.18137598798712,36,Full-time,3,2,No,35119,528,660,2.6,2,C,Child Benefit,Child Benefit,No,0
LEI-1308,EH6 4,55.962328958944966,-3.1788856978761153,27,Unemployed,1,0,No,7138,7311,534,15.8,1,C,Universal Credit,Universal Credit,No,0
LEI-1309,EH6 6,55.96179861666304,-3.1820934809720933,35,Part-time,2,0,Yes,20052,7374,503,7.5,1,D,PIP,None,No,0
LEI-1310,EH6 6,55.96044799774772,-3.182695690384614,29,Full-time,3,2,No,34736,10064,725,1.8,2,D,Child Benefit,Child Benefit,No,0
LEI-1311,EH6 6,55.96258704747692,-3.189506386119615,53,Full-time,5,0,Yes,29248,3863,1161,2.5,5,B,PIP,PIP,No,0
LEI-1312,EH6 6,55.965109302011854,-3.187951327852456,63,Full-time,1,0,No,37313,3661,526,11.2,1,C,None,None,No,0
LEI-1313,EH6 4,55.95973001374836,-3.1838039599713577,43,Full-time,4,1,No,25788,11831,1037,2.5,4,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1314,EH6 4,55.95887686768963,-3.1835584029783344,60,Full-time,3,1,No,23716,2296,657,15.5,2,C,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1315,EH6 6,55.95846822642518,-3.183501056936488,58,Full-time,2,1,No,27264,4566,656,11.8,2,F,Child Benefit,Child Benefit,No,0
LEI-1316,EH6 6,55.95967955519578,-3.18578705757138,51,Full-time,2,0,Yes,22075,14369,814,8.6,3,C,PIP,PIP,No,0
LEI-1317,EH6 4,55.96302991091547,-3.187364490043011,20,Full-time,2,0,No,28068,3325,524,5.0,1,A,None,None,No,0
LEI-1318,EH6 4,55.95990125174569,-3.1841607304193023,32,Part-time,5,3,No,14206,16701,1020,1.9,4,D,Child Benefit,Child Benefit,No,3828
LEI-1319,EH6 6,55.95997393018583,-3.189268799008044,33,Unemployed,5,1,No,8110,2841,1108,9.7,5,E,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit",No,0
LEI-1320,EH6 6,55.960347517583514,-3.1876830943926504,36,Full-time,3,0,No,43764,1571,688,2.0,2,D,None,None,No,0
LEI-1321,EH6 6,55.96381236827925,-3.1834769700397967,28,Unemployed,3,1,No,4635,4214,1044,0.0,4,D,"Child Benefit, Child Tax Credit, Universal Credit","Child Benefit, Child Tax Credit, Universal Credit",Yes,2228
LEI-1322,EH6 6,55.961794143373616,-3.1803859237921137,50,Full-time,4,3,No,38153,11954,875,34.5,3,D,Child Benefit,Child Benefit,No,0
LEI-1323,EH6 4,55.961072517445295,-3.183139540118041,36,Full-time,2,0,No,39382,1284,843,0.8,3,C,None,None,No,0
LEI-1324,EH6 6,55.959767507360496,-3.190340451377165,37,Full-time,1,0,No,32763,798,584,19.5,1,E,None,None,No,0
LEI-1325,EH6 4,55.9615043383758,-3.1877238250127453,25,Part-time,1,0,No,26338,13426,535,3.4,1,D,None,None,No,0
LEI-1326,EH6 4,55.96118911957169,-3.1845981649966926,67,Retired,5,3,No,14218,1992,1014,2.0,4,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1327,EH6 4,55.96268812783795,-3.1929638799887132,32,Full-time,1,0,No,20866,2446,722,5.1,2,A,None,None,No,0
LEI-1328,EH6 4,55.96281667284642,-3.1843072237466528,38,Full-time,3,2,No,48895,3121,824,1.1,3,E,Child Benefit,Child Benefit,No,0
LEI-1329,EH6 6,55.96154722072747,-3.1848425586938545,40,Part-time,1,0,No,16195,10195,578,0.1,1,B,Universal Credit,None,No,0
LEI-1330,EH6 4,55.96134467348795,-3.1899256933188735,58,Full-time,4,0,Yes,28326,1205,981,4.3,4,D,PIP,PIP,No,0
LEI-1331,EH6 4,55.96097993700601,-3.1828273874872957,56,Full-time,3,1,No,30179,7598,984,0.8,4,D,Child Benefit,Child Benefit,No,0
LEI-1332,EH6 6,55.96269217699258,-3.1900625957090245,36,Part-time,2,1,No,20251,294,691,17.8,2,C,Child Benefit,Child Benefit,No,0
LEI-1333,EH6 6,55.961944281428146,-3.179849773135635,63,Full-time,2,0,Yes,36328,6778,694,0.4,2,D,PIP,None,No,0
LEI-1334,EH6 4,55.9641101913069,-3.18386280371218,51,Unemployed,1,0,No,5092,4722,737,0.8,2,C,Universal Credit,None,Yes,1314
LEI-1335,EH6 6,55.96310685583357,-3.188700577916866,18,Full-time,2,1,No,31915,2674,598,7.0,1,D,Child Benefit,Child Benefit,No,0
LEI-1336,EH6 4,55.958257648349424,-3.1871484245497443,60,Full-time,2,0,No,37842,14430,540,11.5,1,C,None,None,No,0
LEI-1337,EH6 6,55.96669773477233,-3.1829808851535195,35,Unemployed,2,0,No,4322,7685,683,1.1,2,D,Universal Credit,None,No,0
LEI-1338,EH6 6,55.96079849578167,-3.1843476336042422,24,Full-time,2,1,No,19896,2175,651,5.8,2,E,Child Benefit,Child Benefit,No,0
LEI-1339,EH6 4,55.96377025783235,-3.1830633062561677,72,Retired,2,0,Yes,17911,10414,593,0.5,1,D,PIP,PIP,No,0
LEI-1340,EH6 6,55.95845043728121,-3.1859011582703616,51,Full-time,1,0,No,22274,6291,519,12.1,1,D,None,None,No,0
LEI-1341,EH6 4,55.963691416841044,-3.1889293228794626,40,Full-time,4,2,No,17780,10809,1118,7.4,5,D,"Child Benefit, Child Tax Credit","Child Benefit, Child Tax Credit",No,0
LEI-1342,EH6 6,55.959771599857156,-3.1896182059158105,29,Full-time,1,0,No,57668,1766,733,8.8,2,B,None,None,No,0
LEI-1343,EH6 4,55.96410707316382,-3.1833702986048,43,Full-time,4,2,No,41257,410,802,21.6,3,D,Child Benefit,Child Benefit,No,0
LEI-1344,EH6 6,55.96423089103978,-3.1854181310188943,42,Part-time,2,0,No,11475,480,739,6.7,2,C,Universal Credit,Universal Credit,No,0
